etf_ticker,stock_ticker,stock_name,sector,weight_pct,date
00400A,2345,智邦,網通設備,2.92,2026-06-05
00400A,5274,信  驊,IC設計,2.78,2026-06-05
00400A,3017,奇鋐,散熱,2.68,2026-06-05
00400A,3044,健鼎,PCB,2.37,2026-06-05
00400A,2368,金像電,PCB,2.31,2026-06-05
00400A,2327,國巨,被動元件,2.2,2026-06-05
00400A,2408,南亞科,記憶體,2.16,2026-06-05
00400A,2357,華碩,電腦週邊,1.92,2026-06-05
00400A,3036,文曄,電子通路,1.89,2026-06-05
00400A,6223,旺矽,半導體設備材料,1.88,2026-06-05
00400A,8210,勤  誠,電腦週邊,1.59,2026-06-05
00400A,2376,技嘉,電腦週邊,1.54,2026-06-05
00400A,6147,頎邦,封測,1.5,2026-06-05
00400A,6285,啟  碁,網通設備,1.37,2026-06-05
00400A,2382,廣達,電子代工,1.2,2026-06-05
00400A,2885,元大金,金融,1.15,2026-06-05
00400A,1590,亞德客-KY,機械自動化,1.13,2026-06-05
00400A,2891,中信金,金融,1.08,2026-06-05
00400A,3665,貿聯-KY,連接器線材,1.03,2026-06-05
00400A,1519,華  城,重電綠能,0.96,2026-06-05
00400A,3711,日月光投控,封測,0.95,2026-06-05
00400A,6274,台  燿,PCB,0.93,2026-06-05
00400A,1303,南亞,塑化,0.92,2026-06-05
00400A,6187,萬  潤,半導體設備材料,0.76,2026-06-05
00400A,3702,大聯大,電子通路,0.74,2026-06-05
00400A,2404,漢唐,半導體設備材料,0.69,2026-06-05
00400A,8069,元太,光電顯示,0.68,2026-06-05
00400A,2313,華通,PCB,0.65,2026-06-05
00400A,3131,弘  塑,半導體設備材料,0.6,2026-06-05
00400A,3293,鈊  象,其他,0.48,2026-06-05
00400A,6515,穎崴,半導體設備材料,0.47,2026-06-05
00400A,6278,台表科,電子代工,0.45,2026-06-05
00400A,7769,鴻  勁,半導體設備材料,0.43,2026-06-05
00400A,2881,富邦金,金融,0.42,2026-06-05
00400A,4749,新應材,半導體設備材料,0.41,2026-06-05
00400A,6121,新  普,電源供應,0.33,2026-06-05
00400A,3374,精  材,封測,0.31,2026-06-05
00400A,2385,群光,電腦週邊,0.22,2026-06-05
00982A,2330,台積電,晶圓代工,8.65,2026-06-05
00982A,5536,聖暉*,半導體設備材料,7.87,2026-06-05
00982A,2454,聯發科,IC設計,7.15,2026-06-05
00982A,6139,亞翔,半導體設備材料,4.28,2026-06-05
00982A,2360,致茂,半導體設備材料,4.04,2026-06-05
00982A,3105,穩懋,晶圓代工,3.78,2026-06-05
00982A,2345,智邦,網通設備,3.78,2026-06-05
00982A,3491,昇達科,網通設備,3.53,2026-06-05
00982A,6223,旺矽,半導體設備材料,3.49,2026-06-05
00982A,6669,緯穎,電子代工,3.09,2026-06-05
00982A,6147,頎邦,封測,3.0,2026-06-05
00982A,2383,台光電,PCB,2.98,2026-06-05
00982A,4958,臻鼎-KY,PCB,2.9,2026-06-05
00982A,6285,啟碁,網通設備,2.23,2026-06-05
00982A,2303,聯電,晶圓代工,2.11,2026-06-05
00982A,3017,奇鋐,散熱,2.06,2026-06-05
00982A,6257,矽格,封測,2.0,2026-06-05
00982A,3264,欣銓,封測,2.0,2026-06-05
00982A,6488,環球晶,半導體設備材料,1.87,2026-06-05
00982A,2059,川湖,機械自動化,1.83,2026-06-05
00982A,3583,辛耘,半導體設備材料,1.83,2026-06-05
00982A,2472,立隆電,被動元件,1.83,2026-06-05
00982A,2467,志聖,半導體設備材料,1.71,2026-06-05
00982A,2377,微星,電腦週邊,1.49,2026-06-05
00982A,1785,光洋科,半導體設備材料,1.44,2026-06-05
00982A,3008,大立光,光學鏡頭,1.44,2026-06-05
00982A,6274,台燿,PCB,1.4,2026-06-05
00982A,7769,鴻勁,半導體設備材料,1.29,2026-06-05
00982A,8016,矽創,IC設計,1.26,2026-06-05
00982A,3036,文曄,電子通路,1.22,2026-06-05
00982A,3702,大聯大,電子通路,1.18,2026-06-05
00982A,3711,日月光投控,封測,1.12,2026-06-05
00982A,6531,愛普*,IC設計,1.09,2026-06-05
00982A,2316,楠梓電,PCB,1.01,2026-06-05
00982A,2368,金像電,PCB,0.99,2026-06-05
00982A,6278,台表科,電子代工,0.87,2026-06-05
00982A,8996,高力,重電綠能,0.79,2026-06-05
00982A,2376,技嘉,電腦週邊,0.74,2026-06-05
00982A,2351,順德,半導體設備材料,0.53,2026-06-05
00982A,6805,富世達,其他電子,0.45,2026-06-05
00982A,2451,創見,記憶體,0.35,2026-06-05
00982A,5274,信驊,IC設計,0.31,2026-06-05
00982A,2885,元大金,金融,0.25,2026-06-05
00982A,3376,新日興,其他電子,0.14,2026-06-05
00982A,6177,達麗,水泥營建,0.02,2026-06-05
00982A,3443,創意,IC設計,0.01,2026-06-05
00982A,4441,振大環球,紡織製鞋,0.0,2026-06-05
00982A,3665,貿聯-KY,連接器線材,0.0,2026-06-05
00982A,3706,神達,電子代工,0.0,2026-06-05
00984A,2382,廣達,電子代工,4.27,2026-06-05
00984A,2357,華碩,電腦週邊,3.24,2026-06-05
00984A,2303,聯電,晶圓代工,3.06,2026-06-05
00984A,2603,長榮海運,航運,2.76,2026-06-05
00984A,2330,台積電,晶圓代工,2.73,2026-06-05
00984A,2891,中信金,金融,2.53,2026-06-05
00984A,2881,富邦金控,金融,2.36,2026-06-05
00984A,3045,台灣大,電信服務,2.32,2026-06-05
00984A,2882,國泰金,金融,2.21,2026-06-05
00984A,3034,聯詠,IC設計,2.09,2026-06-05
00984A,2412,中華電,電信服務,2.02,2026-06-05
00984A,2885,元大金,金融,2.01,2026-06-05
00984A,6274,台燿,PCB,1.97,2026-06-05
00984A,3026,禾伸堂,被動元件,1.92,2026-06-05
00984A,3036,文曄,電子通路,1.9,2026-06-05
00984A,5274,信驊科技,IC設計,1.88,2026-06-05
00984A,3189,景碩科技,PCB,1.82,2026-06-05
00984A,2883,凱基金控,金融,1.66,2026-06-05
00984A,2360,致茂,半導體設備材料,1.63,2026-06-05
00984A,2383,台光電子,PCB,1.58,2026-06-05
00984A,2618,長榮航,航運,1.52,2026-06-05
00984A,2454,聯發科,IC設計,1.43,2026-06-05
00984A,4991,環宇-KY,晶圓代工,1.3,2026-06-05
00984A,3037,欣興,PCB,1.26,2026-06-05
00984A,8358,金居開發,PCB,1.25,2026-06-05
00984A,8069,元太,光電顯示,1.23,2026-06-05
00984A,6187,萬潤科技,半導體設備材料,1.18,2026-06-05
00984A,6223,旺矽,半導體設備材料,1.16,2026-06-05
00984A,3293,鈊象,其他,1.15,2026-06-05
00984A,2404,漢唐,半導體設備材料,1.09,2026-06-05
00984A,2486,一詮精密,其他電子,1.08,2026-06-05
00984A,3081,聯亞光電,半導體設備材料,1.04,2026-06-05
00984A,2467,志聖,半導體設備材料,1.02,2026-06-05
00984A,3702,大聯大,電子通路,0.96,2026-06-05
00984A,6147,頎邦,封測,0.93,2026-06-05
00984A,5876,上海商銀,金融,0.89,2026-06-05
00984A,2451,創見,記憶體,0.81,2026-06-05
00984A,2474,可成,其他電子,0.77,2026-06-05
00984A,4938,和碩,電子代工,0.73,2026-06-05
00984A,2912,統一超商,零售,0.62,2026-06-05
00984A,3481,群創光電,光電顯示,0.6,2026-06-05
00984A,6715,嘉基,連接器線材,0.57,2026-06-05
00984A,3006,晶豪,IC設計,0.54,2026-06-05
00984A,3131,弘塑科技,半導體設備材料,0.5,2026-06-05
00984A,2464,盟立,機械自動化,0.49,2026-06-05
00984A,2049,上銀科技,機械自動化,0.48,2026-06-05
00984A,2426,鼎元,光電顯示,0.47,2026-06-05
00984A,6531,愛普科技,IC設計,0.46,2026-06-05
00984A,2308,台達電子,電源供應,0.45,2026-06-05
00984A,2347,聯強,電子通路,0.43,2026-06-05
00984A,7734,印能科技,半導體設備材料,0.38,2026-06-05
00984A,3443,創意電子,IC設計,0.36,2026-06-05
00984A,1102,亞泥,水泥營建,0.35,2026-06-05
00984A,2368,金像電子,PCB,0.34,2026-06-05
00984A,2377,微星,電腦週邊,0.31,2026-06-05
00984A,3167,大量,機械自動化,0.28,2026-06-05
00984A,2393,億光,光電顯示,0.27,2026-06-05
00984A,3227,原相,IC設計,0.26,2026-06-05
00984A,1736,喬山健康,其他,0.25,2026-06-05
00984A,8261,富鼎,IC設計,0.24,2026-06-05
00984A,8210,勤誠興業,電腦週邊,0.19,2026-06-05
00984A,2313,華通,PCB,0.16,2026-06-05
00984A,9910,豐泰,紡織製鞋,0.11,2026-06-05
00984A,2385,群光,電腦週邊,0.1,2026-06-05
00984A,1477,聚陽,紡織製鞋,0.09,2026-06-05
00981A,2330,台積電,晶圓代工,10.03,2026-06-05
00981A,2383,台光電,PCB,7.62,2026-06-05
00981A,2454,聯發科,IC設計,6.64,2026-06-05
00981A,2308,台達電,電源供應,5.6,2026-06-05
00981A,2345,智邦,網通設備,5.5,2026-06-05
00981A,3017,奇鋐,散熱,4.95,2026-06-05
00981A,2327,國巨*,被動元件,4.79,2026-06-05
00981A,6669,緯穎,電子代工,4.77,2026-06-05
00981A,6223,旺矽,半導體設備材料,4.63,2026-06-05
00981A,3037,欣興,PCB,4.26,2026-06-05
00981A,3711,日月光投控,封測,3.74,2026-06-05
00981A,2368,金像電,PCB,3.69,2026-06-05
00981A,3665,貿聯-KY,連接器線材,3.56,2026-06-05
00981A,8046,南電,PCB,3.34,2026-06-05
00981A,2303,聯電,晶圓代工,3.15,2026-06-05
00981A,3653,健策,散熱,2.97,2026-06-05
00981A,5274,信驊,IC設計,2.71,2026-06-05
00981A,6274,台燿,PCB,2.62,2026-06-05
00981A,6515,穎崴,半導體設備材料,1.34,2026-06-05
00981A,6805,富世達,其他電子,1.23,2026-06-05
00981A,6510,精測,半導體設備材料,1.15,2026-06-05
00981A,8210,勤誠,電腦週邊,1.08,2026-06-05
00981A,2382,廣達,電子代工,0.77,2026-06-05
00981A,2317,鴻海,電子代工,0.75,2026-06-05
00981A,3533,嘉澤,連接器線材,0.72,2026-06-05
00981A,6147,頎邦,封測,0.55,2026-06-05
00981A,6187,萬潤,半導體設備材料,0.52,2026-06-05
00981A,5439,高技,PCB,0.45,2026-06-05
00981A,4966,譜瑞-KY,IC設計,0.44,2026-06-05
00981A,6278,台表科,電子代工,0.28,2026-06-05
00981A,3443,創意,IC設計,0.26,2026-06-05
00981A,1590,亞德客-KY,機械自動化,0.24,2026-06-05
00981A,3008,大立光,光學鏡頭,0.22,2026-06-05
00981A,8358,金居,PCB,0.19,2026-06-05
00981A,6191,精成科,PCB,0.14,2026-06-05
00981A,3376,新日興,其他電子,0.13,2026-06-05
00981A,6271,同欣電,封測,0.06,2026-06-05
00981A,2002,中鋼,鋼鐵,0.03,2026-06-05
00981A,1319,東陽,汽車,0.02,2026-06-05
0050,_OTHER,其他持股,,2.65,2026-06-05
006208,_OTHER,其他持股,,2.48,2026-06-05
0056,_OTHER,其他持股,,4.75,2026-06-05
00878,_OTHER,其他持股,,4.15,2026-06-05
00919,_OTHER,其他持股,,7.17,2026-06-05
00940,_OTHER,其他持股,,10.99,2026-06-05
00929,_OTHER,其他持股,,1.46,2026-06-05
00713,_OTHER,其他持股,,8.16,2026-06-05
0052,_OTHER,其他持股,,4.0,2026-06-05
00881,_OTHER,其他持股,,2.64,2026-06-05
00922,_OTHER,其他持股,,8.57,2026-06-05
00992A,_OTHER,其他持股,,3.04,2026-06-05
00400A,_OTHER,其他持股,,8.87,2026-06-05
00982A,_OTHER,其他持股,,2.6,2026-06-05
00984A,_OTHER,其他持股,,23.94,2026-06-05
00981A,_OTHER,其他持股,,4.86,2026-06-05
